chunk_id,source,page,chunk_index,chunk_length,chunk_text_preview
multimodal_ml_p19_c0,Multimodal ML.pdf,19,0,445,"Early Fusion (Feature-level)
Mechanism: Raw features are combined at the 
beginning of the network.
Pros: Captures high-level interactions between 
modalities early on, simple and parameter-efficient
Cons: Can struggle with strong heterogeneity and 
misalignment (e.g. 60fps videos and 44kHz audio), "
multimodal_ml_p20_c0,Multimodal ML.pdf,20,0,394,"Late Fusion (Decision-level)
Mechanism: Each modality is processed by an 
independent model. Only the final 
scores/predictions are combined (e.g., via 
averaging or voting or using a meta-learner).
Pros: Robust; if one modality is noisy (e.g., a blurry 
image), the other (e.g., clear audio) can sti"
multimodal_ml_p21_c0,Multimodal ML.pdf,21,0,440,"Intermediate Fusion (Feature-Level)
Intermediate fusion encodes modalities separately but merges their internal ""hidden"" 
representations (feature vectors) before the final decision-making layer. 
Separate encoders; interaction via cross-attention or shared transformer blocks.
Supports fine-grained "
multimodal_ml_p22_c0,Multimodal ML.pdf,22,0,716,"Gated Multimodal Fusion
Uses a ""gate"" (similar to an LSTM or GRU) to decide how much influence each modality should 
have on the final feature representation based on the input context.
Pros:
- Dynamic Weighting: The model can decide to ""listen"" more to the audio if the image is blurry, 
or ""look"" m"
multimodal_ml_p23_c0,Multimodal ML.pdf,23,0,237,"Gated Multimodal Fusion

Animation

Action

In this film, Cobra is at it
again. This time, they
have a device called the
weather dominator
which can control the
world's weather and ...

VN:UK

Institute for Research
& Executive Education"
multimodal_ml_p24_c0,Multimodal ML.pdf,24,0,649,"Cross-Attention
Instead of a model only looking at its own tokens (Self-Attention), one modality ""queries"" the 
other.
Pros:
- Dynamic Weighting: The model can decide to ""listen"" more to the audio if the image is blurry, 
or ""look"" more at the video if the audio is noisy.
- Semantic Alignment: Fusin"
multimodal_ml_p25_c0,Multimodal ML.pdf,25,0,639,"Institute for Research
& Executive Education

) VN-UK
Cross-Attention

Input 1: IMAGE
MULTIMODAL

CROSS-ATTENTION FUSION

Visual

IMAGE Features
BOC era acer) attends te Kitmeoe) and
=> rs ext) attends to K(Image) an
(e.g., Vision Mico ae CLASSIFICATION —_ CLASSIFICATION
Transformer) HEAD RESULT
Ger"
multimodal_ml_p26_c0,Multimodal ML.pdf,26,0,462,"Cross-Attention

Institute for Research
& Executive Education

VN:UK

Query (a)

ye Attention Weights | Weighted Contextual
Projecti Matrix A Features
deetion Matrix C
(€.9., Qoroj) Fused
: . Multimodal
Visual Features
Features Scaled —_
{V, K} Linear Dot-Product oa
Projection QK’ y
or (ee) (Gee >
|"
rag_p1_c0,RAG.pdf,1,0,138,"ADVANCED DATA CHALLENGE 
Introduction to RAG and Its Application
Student name: Le Trung Tuyen
Student ID: 2204008
Lecturer: Tran Thanh Hoa"
rag_p2_c0,RAG.pdf,2,0,126,"Agenda
LLM And It’s Limitation
Introduction
RAG Architecture
How Does Rag Work
RAG vs Fine-Tuning
Benefits Of RAG
Applications"
rag_p3_c0,RAG.pdf,3,0,67,"VN-UK
Institute for Research
& Executive Education

1. INTRODUCTION"
rag_p4_c0,RAG.pdf,4,0,644,"0 1
0 2
0 3
0 4
W h a t  i s  L L M ?
A large language model (LLM) is a type of artificial intelligence
program that can recognize and generate text, among other
tasks.
LLM are very large models that are pre-trained on vast amounts
of data.
Built on transformer architecture is a set of neural networ"
rag_p5_c0,RAG.pdf,5,0,686,"LLM’s And Its Limitations
--> No
affect by
moderator 
Knowledge Cut-off: Confined to historical training data; struggles with real-time updates.
Hallucinations: Generates factually incorrect but highly convincing and coherent outputs.
Lack of Domain Specificity: Outputs generalized answers; blind to"
rag_p6_c0,RAG.pdf,6,0,703,"RAG stands for Retrieval-Augmented Generation
W H A T  I S  R A G ?
It's an advanced technique used in Large Language Models (LLMS)
RAG combines retrieval and generation processes to enhance the
capabilities of LLMs
In RAG, the model retrieves relevant information from a knowledge
base or external s"
rag_p7_c0,RAG.pdf,7,0,927,"T h i s  "" c o n f i d e n t  b u t  w r o n g ""  b e h a v i o r  d a m a g e s  u s e r  t r u s t  i n
A I  c h a t b o t s .
T h e  T r u s t  R i s k :  
O r g a n i z a t i o n s  g a i n  b e t t e r  c o n t r o l  o v e r  t h e  A I ' s  o u t p u t ,  a n d
u s e r s  g e t  t r a n s p a"
rag_p8_c0,RAG.pdf,8,0,75,"=<
>
Zz
>

Institute for Research
& Executive Education

HOW DOES RAG WORK?"
rag_p9_c0,RAG.pdf,9,0,109,"RAG: The Detective & The Storyteller

Clues & Evidence

Retriever = Generator =
The Detective The Storyteller"
rag_p10_c0,RAG.pdf,10,0,127,"Let’s delve into RAG’s framework to understand how it mitigates these challenges 
G e n e r a l i z e d  R A G  A p p r o a c h"
rag_p11_c0,RAG.pdf,11,0,68,"VN-UK
Institute for Research
& Executive Education

RAG ARCHITECTURE"
rag_p12_c0,RAG.pdf,12,0,151,"RAG can be implemented in multiple ways, depending on your system’s needs. We
outline each type in the sections below.
R A G  a r c h i t e c t u r e s"
rag_p13_c0,RAG.pdf,13,0,601,"RAG Components
An AI framework that allows generative models to access external information beyond their training data.
Combines the strengths of both retrieval-based and generative methods.
Uses a retriever to fetch relevant documents from a large knowledge corpus.
Augments the generative model's u"
rag_p14_c0,RAG.pdf,14,0,558,"Core Concept: Stores data as high-dimensional vectors (Embeddings) to capture semantic
meaning.
Search Mechanism: Approximate Nearest Neighbor (ANN) for fast similarity search, unlike
traditional exact-match SQL databases.
Crucial Pre-step - Data Chunking: Raw documents must be strategically split i"
rag_p15_c0,RAG.pdf,15,0,567,"Core Function: The retriever efficiently identifies and extracts relevant information from vast amounts
of data.
How It Works (Relevancy Search): It converts the user's query into a vector representation and
matches it against vector databases using mathematical calculations to find the most relevan"
rag_p16_c0,RAG.pdf,16,0,788,"RAG Components
RAG Generator:
Functions as the core Large Language Model, such as GPT-4, Gemini, or open-weight models like Llama-3.
Generates the final output by synthesizing the user's original query with the retrieved and ranked information.
Ensures the response directly answers the query while a"
rag_p17_c0,RAG.pdf,17,0,115,"RAG BASED CHAT APPLICATION
SEQUENCE FLOW: HOW A USER QUERY TRAVELS THROUGH THE RAG PIPELINE 
AND RETURNS A RESPONSE"
rag_p18_c0,RAG.pdf,18,0,775,"1
User Sends Query
The user types a message or question into the Chat App.
This is the trigger that initiates the entire RAG pipeline.
2
Chat App Forwards Query
The Chat App receives the user's query and forwards it to
the RAG system for processing.
3
RAG Retrieves + Generates Response
The RAG model"
rag_p19_c0,RAG.pdf,19,0,999,"Dimension 🎓 Fine-Tuning 🔍 RAG
🎯 Objective Adapt a pre-trained LLM to a specific task or domain
by updating its weights with labeled examples.
Improve response quality and factual accuracy by
injecting retrieved external knowledge at generation
time.
📦 Training Data Requires curated, task-specific la"
rag_p19_c1,RAG.pdf,19,1,256,"💰 Cost High upfront cost (GPU compute, data labeling). Low
inference overhead.
Low upfront cost. Retrieval adds modest latency at
inference time.
RAG VS FINE-TUNING
TWO DISTINCT STRATEGIES TO ENHANCE LLM PERFORMANCE — 
UNDERSTANDING WHEN TO USE EACH IS KEY"
rag_p20_c0,RAG.pdf,20,0,894,"🎯
Enhanced Relevance
Retrieved external
knowledge ensures
contextually accurate and
on-topic responses.
✅
Improved Quality
Grounding generation in real
documents reduces
hallucination and factual
errors.
🔄
Versatility
Adapts to diverse tasks and
domains without task-
specific fine-tuning.
⚡
Efficien"
rag_p21_c0,RAG.pdf,21,0,833,"💬
Conversational AI / Chatbots
RAG enables chatbots to pull real-time
information from product docs, FAQs, and
knowledge bases — delivering accurate,
contextual replies beyond static training data.
❓
Advanced Question Answering
Retrieves the most relevant passages from large
document corpora (legal "
rag_p22_c0,RAG.pdf,22,0,60,"VN-UK
Institute for Research
& Executive Education

B)

DEMO"
rag_p23_c0,RAG.pdf,23,0,30,"Thank you for
your  attention!"
scalable_mlops_architecture_pptx_p1_c0,Scalable_MLOps_Architecture.pptx.pdf,1,0,335,"DATA
INGESTION

MODEL
DEPLOYMENT
(KUBERNETES)

CONTINUOUS
MONITORING
| & FEEDBACK |

FEATURE
ENGINEERING

MODEL
EVALUATION
& VALIDATION

MODEL
TRAINING
(GCP VERTEX Al)

Production-Grade
MLOps & System
Architecture

Engineering Al for Scale,
Stability, and Continuous
Adaptation

From Theoretical Conc"
scalable_mlops_architecture_pptx_p2_c0,Scalable_MLOps_Architecture.pptx.pdf,2,0,777,"The Lab to Factory Gap: Failure Modes in Production

Traditional ML fails due to system instability, not algorithmic inaccuracy.
Deploying an Al system exposes three core failure modes:

Deterministic

Code

Data & Concept Drift

e The world changes. Covariate
Shift alters input distributions
P(X), "
scalable_mlops_architecture_pptx_p3_c0,Scalable_MLOps_Architecture.pptx.pdf,3,0,798,"The MLOps Evolution: Level 0 to 3.0

MLOps is an engineering discipline integrating ML,
DevOps, and Data Engineering.

Level O Level 1.0 Level 2.0 Level 3.0

Manual / Component End-to-End Smart &
Pre-MLOps Automation Cloud-Native Decentralized

Research-driven. Standardized Fully automated Closed-lo"
scalable_mlops_architecture_pptx_p4_c0,Scalable_MLOps_Architecture.pptx.pdf,4,0,744,"System-Level Synthesis: The 3 Academic Pillars
In production-grade MLOps, architectural decisions are foundational

principles, not mere technical choices.
pee FS et a
|
A single source of
truth guaranteeing A model is not a

the exact same .pkl file. It is
Pillar 2: re ed offline Pillar 3: an immut"
scalable_mlops_architecture_pptx_p5_c0,Scalable_MLOps_Architecture.pptx.pdf,5,0,504,"The End-to-End MLOps Pipeline

The core of enterprise Al is deploying an automated training pipeline capable of continuously structuring,
testing, and generating new models. Code dictates the pipeline; the pipeline dictates the model.

Phase 2: Training

Distributed
Training
ML
Metadata

Phase 3: De"
scalable_mlops_architecture_pptx_p6_c0,Scalable_MLOps_Architecture.pptx.pdf,6,0,690,"Data Engineering: The First Line of Defense

e Containerized Extraction & EDA:
Extraction logic is isolated in Contdinerized
reproducible ‘Docker containers to Extraction
ensure exact parity between
development and production
environments.
Automated Validation Pipelines (e.g., Schema Skew: AT Data V"
scalable_mlops_architecture_pptx_p7_c0,Scalable_MLOps_Architecture.pptx.pdf,7,0,610,"Model Training, Metadata, and Evaluation

The Reproducibility Equation: Model = Code + Data + Hyperparams + Random Seeds.
Every variable must be logged in the ML Metadata Store.

Offline Validation
(The ML Test Score Gates)

Absolute Isolation: Independent test
sets to prevent leakage.

Distributed
"
scalable_mlops_architecture_pptx_p8_c0,Scalable_MLOps_Architecture.pptx.pdf,8,0,645,"The 3D Automation Framework: Cl / CD / CT

MLOps requires a fundamental shift in traditional software automation:

Continuous Integration | Continuous Delivery Continuous Training
(Cl) (CD) (CT)

Tests code AND data. Deploys the training The AI-specific
Feature logic unit pipeline, not just the vect"
scalable_mlops_architecture_pptx_p9_c0,Scalable_MLOps_Architecture.pptx.pdf,9,0,747,"Monitoring & Observability:

The Closed Feedback Loop

1. Data Monitoring
(Input)

2. Model Monitoring
(Behavior)

3. System Monitoring
(Infrastructure)

Data Monitoring (Input Gatekeeper): Population Stability

Detects Covariate Shift and unnatural ETL
degradation. Quantifies distributional drift. "
scalable_mlops_architecture_pptx_p10_c0,Scalable_MLOps_Architecture.pptx.pdf,10,0,808,"Deployment Strategies & Guardrails

Deployment is a distributed systems problem optimizing latency, throughput, and operational risk.

Inference Modes Risk Mitigation Guardrails

100% Traffic Shadow Deployment:

v Production Shadow Model
Ephemeral compute, scale-to-zero, Model (100%) (Mirrored)

I/O"
scalable_mlops_architecture_pptx_p11_c0,Scalable_MLOps_Architecture.pptx.pdf,11,0,742,"The Architecture Trilemma:
Production Trade-offs

Optimizing a single metric leads to systemic failure.
MLOps is multi-objective optimization.

Accuracy vs. Latency Freshness vs. Stability

Increasing model complexity (FP32) boosts Blind, constant retraining creates short-term
offline accuracy but b"
scalable_mlops_architecture_pptx_p12_c0,Scalable_MLOps_Architecture.pptx.pdf,12,0,673,"The LLMOps Frontier: Managing Foundation Models

Generative AI demands radically altered architecture due to parameter scale,
inference cost, and non-determinism.

Architectural Patterns Inference Optimization

Quantization
(GPTQ/AWQ)
Speculative Decoding
(draft vs. target)

Prompt
Orchestration
(Ve"
scalable_mlops_architecture_pptx_p13_c0,Scalable_MLOps_Architecture.pptx.pdf,13,0,656,"[GCP Blueprint]

Environment Setup & IaC

Building MLOps Level 2+ on
Google Cloud Platform.

Dev (Sandbox)

Vertex Al Workbench,
ad-hoc experimentation.

Staging (Pre-prod)

CI/CD validation on real
data. No manual edits
allowed.

Highly stable serving,
24/7 Monitoring.

e Infrastructure as Code (Te"
scalable_mlops_architecture_pptx_p14_c0,Scalable_MLOps_Architecture.pptx.pdf,14,0,678,"[GCP Blueprint] Code Structure & Containerization

L— configs/ (.yam1)
L— src/

/— features/

/— training/

L— pipeline_ds1/

L_ integration/

Standardized Directory: Strict
separation of environment
configs, source logic, and
testing suites.

Docker Artifact
container Registry

Component Containeri"
scalable_mlops_architecture_pptx_p15_c0,Scalable_MLOps_Architecture.pptx.pdf,15,0,816,"[GCP Blueprint] Feature Management (BigQuery & Bigtable)

Preventing Training-Serving Skew using GCP’s native data stack.

Model Training

BigQuery
(Offline)

Prediction
Endpoint

Bigtable
(Online)

Streaming Sync

The Single Source of Truth: BigQuery acts as the core Offline Store. Feature engineer"
scalable_mlops_architecture_pptx_p16_c0,Scalable_MLOps_Architecture.pptx.pdf,16,0,692,"[GCP Blueprint] Pipeline Orchestration (Vertex Al)

Serverless pipeline execution using Kubeflow Pipelines (KFP).

e Google Cloud Pipeline Components (GCPC):

Pre-built modules for standard GCP actions
minimizing custom code overhead.

Conditional Execution (ds1.Condition): The
production gatekeeper"
scalable_mlops_architecture_pptx_p17_c0,Scalable_MLOps_Architecture.pptx.pdf,17,0,775,"[GCP Blueprint] Serving, Registry & Canary Deployments

Vertex AI Endpoint

Vertex AI 100% Traffic
Model Registry Router

e Vertex Al Model Registry: The central hub e Cold-Start Mitigation: Configures ‘dummy
decoupling physical files from logical models. requests’ for Model Warm-up, ensuring replic"
scalable_mlops_architecture_pptx_p18_c0,Scalable_MLOps_Architecture.pptx.pdf,18,0,826,"[GCP Blueprint] Continuous Training & Alerting

Event-driven architecture to autonomously combat Model Decay.

Detects Drift Validation Gate
KFP
Vertex Model Cloud = ;
Monitoring pun ee Functions ""Pineling. x Saleh Toki

e Vertex Al Model Monitoring: Scans prediction streams using TFDV algorithms

("
scalable_mlops_architecture_pptx_p19_c0,Scalable_MLOps_Architecture.pptx.pdf,19,0,808,"[GCP Blueprint] Security, Compliance & Governance

Applying Zero-Trust architecture to the ML Lifecycle.

IAM / Workload
Identity

Cloud KMS
/ DLP

VPC Service Controls (VPC-SC): Isolates Vertex
AI, BigQuery, and GCS from the public internet.
Prevents data exfiltration and model theft.

Cloud DLP (D"
scalable_mlops_architecture_pptx_p20_c0,Scalable_MLOps_Architecture.pptx.pdf,20,0,497,"synthesis: The Al Software Factory

“Machine Learning Operations is not about making models run faster;
it is about making systems fail safely and recover automatically.”

Directed Acyclic
Graph (DAG) Vertex Pipelines

Feature Store
Strict Software Artifact / Model
Versioning Registry

By marrying a"
